ADDRESSBLOCK,ADDRESSROAD,ADDRESSSTREET,X,Y
43,PING YI GARDENS,CHAI CHEE STREET,1.32835,103.92565
45,PING YI GARDENS,CHAI CHEE STREET,1.32865,103.9245
44,PING YI GARDENS,CHAI CHEE STREET,1.32901,103.92567
419,GARDEN HILL,BEDOK NORTH STREET 1,1.32698,103.92813
624,HDB-BUKIT BATOK,BUKIT BATOK CENTRAL,1.35134,103.74951
123,HDB-BUKIT BATOK,BUKIT BATOK CENTRAL,1.35142,103.7475
104,HDB-BUKIT BATOK,BUKIT BATOK CENTRAL,1.34899,103.74726
120,HDB-BUKIT BATOK,BUKIT BATOK CENTRAL,1.35106,103.74771
227,HDB-BUKIT BATOK,BUKIT BATOK CENTRAL,1.34838,103.75352
424,HDB-SEMBAWANG,CANBERRA ROAD,1.45383,103.81873
552,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 52,1.39461,103.74266
546,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 52,1.39301,103.74326
543,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 52,1.39403,103.74412
562,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 52,1.3963,103.74602
568,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 52,1.39567,103.74628
211,,LORONG 8 TOA PAYOH,1.34043,103.85376
450,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 4,1.37954,103.73608
428,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 4,1.38124,103.73999
448,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 4,1.38014,103.73734
94,COMMONWEALTH 16,COMMONWEALTH DRIVE,1.30559,103.80074
95,COMMONWEALTH 16,COMMONWEALTH DRIVE,1.30539,103.80106
78,HDB-QUEENSTOWN,COMMONWEALTH DRIVE,1.30169,103.79578
92,COMMONWEALTH 16,COMMONWEALTH DRIVE,1.30573,103.80025
96,CRESCENT VIEW,COMMONWEALTH CRESCENT,1.30619,103.80119
107,HDB-QUEENSTOWN,COMMONWEALTH CRESCENT,1.30786,103.79931
296B,COMPASSVALE LODGE,COMPASSVALE CRESCENT,1.39764,103.89929
290A,COMPASSVALE LODGE,COMPASSVALE CRESCENT,1.39608,103.89673
683A,HDB-CHOA CHU KANG,CHOA CHU KANG CRESCENT,1.40385,103.74549
771,HDB-CHOA CHU KANG,CHOA CHU KANG STREET 54,1.39427,103.74932
688A,HDB-CHOA CHU KANG,CHOA CHU KANG DRIVE,1.40396,103.75057
787B,,CHOA CHU KANG DRIVE,1.39536,103.74814
687A,HDB-CHOA CHU KANG,CHOA CHU KANG DRIVE,1.40451,103.75016
785,HDB-CHOA CHU KANG,CHOA CHU KANG DRIVE,1.39461,103.74791
341,HDB-CHOA CHU KANG,CHOA CHU KANG LOOP,1.38436,103.74615
224,HDB-BISHAN,BISHAN STREET 23,1.35895,103.8477
514,GUILIN BREEZE,BUKIT BATOK STREET 52,1.35447,103.75259
504,HILLGROVE GARDENS,BUKIT BATOK STREET 52,1.35197,103.75498
513,GUILIN BREEZE,BUKIT BATOK STREET 52,1.35405,103.75232
512,GUILIN BREEZE,BUKIT BATOK STREET 52,1.35398,103.75278
126,HDB-BUKIT BATOK,BUKIT BATOK CENTRAL,1.35192,103.74672
620,HDB-BUKIT BATOK,BUKIT BATOK CENTRAL,1.34971,103.7484
621,HDB-BUKIT BATOK,BUKIT BATOK CENTRAL,1.35023,103.74834
622,HDB-BUKIT BATOK,BUKIT BATOK CENTRAL,1.35072,103.7485
457,HDB-JURONG WEST,JURONG WEST STREET 41,1.3507,103.72091
65,COMMONWEALTH GREEN,COMMONWEALTH DRIVE,1.29959,103.79675
93A,COMMONWEALTH 16,COMMONWEALTH DRIVE,1.3053,103.80055
55,COMMONWEALTH GREEN,COMMONWEALTH DRIVE,1.29705,103.79708
663,ZHUJIAO CENTRE (TEKKA MARKET),BUFFALO ROAD,1.30568,103.85086
662,ZHUJIAO CENTRE (TEKKA MARKET),BUFFALO ROAD,1.30625,103.84996
429,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 4,1.38274,103.74014
115,HDB-WOODLANDS,MARSILING RISE,1.43828,103.78097
124,HDB-WOODLANDS,MARSILING RISE,1.43883,103.77939
116,HDB-WOODLANDS,MARSILING RISE,1.43801,103.78045
117,HDB-WOODLANDS,MARSILING RISE,1.43815,103.78011
121,HDB-WOODLANDS,MARSILING RISE,1.43917,103.77998
32,MARINE CRESCENT VILLE,MARINE CRESCENT,1.30318,103.91181
33,MARINE CRESCENT VILLE,MARINE CRESCENT,1.30265,103.91218
230,HDB-JURONG EAST,JURONG EAST STREET 21,1.34154,103.73749
287A,HDB-JURONG EAST,JURONG EAST STREET 21,1.33847,103.74381
296,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 2,1.37738,103.74078
63A,LENGKOK BAHRU HEIGHTS,LENGKOK BAHRU,1.28965,103.8154
102,KEMBANGAN GARDENS,LENGKONG TIGA,1.32558,103.91066
116,HDB-KEMBANGAN ESTATE,LENGKONG TIGA,1.32279,103.91186
113,HDB-KEMBANGAN ESTATE,LENGKONG TIGA,1.32345,103.9119
110,HDB-KEMBANGAN ESTATE,LENGKONG TIGA,1.32398,103.91069
109,KEMBANGAN GARDENS,LENGKONG TIGA,1.32458,103.9107
115,HDB-KEMBANGAN ESTATE,LENGKONG TIGA,1.32297,103.91123
103,KEMBANGAN GARDENS,LENGKONG TIGA,1.32586,103.9106
788,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 6,1.39579,103.74829
540,GUILIN BREEZE,BUKIT BATOK STREET 52,1.35441,103.75131
322B,ANCHORVALE GROVE,ANCHORVALE DRIVE,1.39134,103.8919
301D,ANCHORVALE COURT,ANCHORVALE DRIVE,1.38841,103.8913
320A,ANCHORVALE GROVE,ANCHORVALE DRIVE,1.39033,103.891
320C,ANCHORVALE GROVE,ANCHORVALE DRIVE,1.39125,103.8913
314A,ANCHORVALE GARDENS,ANCHORVALE LINK,1.39096,103.88915
223,HDB-BUKIT BATOK,BUKIT BATOK EAST AVENUE 3,1.34802,103.7534
290D,SPRING VIEW,BUKIT BATOK EAST AVENUE 3,1.34441,103.75746
424,GARDEN HILL,BEDOK NORTH AVENUE 1,1.32842,103.92748
421,GARDEN HILL,BEDOK NORTH ROAD,1.32826,103.92897
245,HDB-BUKIT PANJANG,BUKIT PANJANG RING ROAD,1.38053,103.77214
2A,BOON TIONG ARCADIA,BOON TIONG ROAD,1.28653,103.83316
227D,COMPASSVALE COURT,COMPASSVALE DRIVE,1.38696,103.90142
202,COMPASSVALE SOUTH GATE,COMPASSVALE DRIVE,1.38861,103.89326
269A,COMPASSVALE ARCADIA,COMPASSVALE LINK,1.38371,103.89559
202,JURONG EAST VIEW,JURONG EAST STREET 21,1.33676,103.74297
219A,HDB-JURONG EAST,JURONG EAST STREET 21,1.34061,103.73745
208,JURONG EAST VIEW,JURONG EAST STREET 21,1.33844,103.74267
238,HDB-JURONG EAST,JURONG EAST STREET 21,1.34072,103.74056
225,HDB-JURONG EAST,JURONG EAST STREET 21,1.34178,103.73725
288D,HDB-JURONG EAST,JURONG EAST STREET 21,1.33972,103.74409
201,JURONG EAST VIEW,JURONG EAST STREET 21,1.33641,103.74308
126A,HDB-PUNGGOL,EDGEDALE PLAINS,1.3941,103.91136
174B,HDB-PUNGGOL,EDGEDALE PLAINS,1.39673,103.91081
172B,,EDGEDALE PLAINS,1.39572,103.91181
408C,CORAL VALE,FERNVALE ROAD,1.38924,103.87656
435C,FERNVALE RESIDENCE,FERNVALE ROAD,1.3936,103.87691
417,HDB-JURONG WEST,JURONG WEST STREET 42,1.35131,103.72735
405,HONG KAH COURT,JURONG WEST STREET 42,1.35422,103.72144
415,HDB-JURONG WEST,JURONG WEST STREET 42,1.35282,103.72498
791,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 6,1.39556,103.74999
636,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 6,1.39728,103.74893
635,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 6,1.39737,103.7496
555,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 6,1.39629,103.74368
789,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 6,1.39586,103.74905
559,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 6,1.39592,103.74476
558,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 6,1.39551,103.74473
272B,HDB-JURONG WEST,JURONG WEST STREET 24,1.35052,103.70486
271A,HDB-JURONG WEST,JURONG WEST STREET 24,1.35088,103.70406
31,MARSILING SAPPHIRE,MARSILING DRIVE,1.44299,103.77234
422,GARDEN HILL,BEDOK NORTH ROAD,1.32869,103.92889
428,GARDEN HILL,BEDOK NORTH ROAD,1.32954,103.92765
427,GARDEN HILL,BEDOK NORTH ROAD,1.32911,103.92773
426,GARDEN HILL,BEDOK NORTH ROAD,1.3298,103.92899
425,GARDEN HILL,BEDOK NORTH ROAD,1.32937,103.92907
53,CHAI CHEE GARDENS,CHAI CHEE STREET,1.32846,103.91998
52,CHAI CHEE GARDENS,CHAI CHEE STREET,1.3287,103.92095
289B,NATURE VIEW,BUKIT BATOK STREET 25,1.34387,103.76054
373,,BUKIT BATOK STREET 31,1.35893,103.75039
304,HONG KAH GREEN,BUKIT BATOK STREET 31,1.35747,103.74795
227,HDB-JURONG EAST,JURONG EAST STREET 21,1.34182,103.73609
233,HDB-JURONG EAST,JURONG EAST STREET 21,1.34036,103.74093
288E,HDB-JURONG EAST,JURONG EAST STREET 21,1.34035,103.74371
419,CASA CLEMENTI,CLEMENTI AVENUE 1,1.31022,103.76959
423,CASA CLEMENTI,CLEMENTI AVENUE 1,1.30946,103.76992
422,CASA CLEMENTI,CLEMENTI AVENUE 1,1.30921,103.76934
420A,CASA CLEMENTI,CLEMENTI AVENUE 1,1.30979,103.76866
277,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 2,1.37987,103.74461
294,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 2,1.3786,103.74096
250,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 2,1.37931,103.74537
710,HDB-JURONG WEST,JURONG WEST STREET 71,1.34288,103.69485
712,HDB-JURONG WEST,JURONG WEST STREET 71,1.34243,103.69613
709,HDB-JURONG WEST,JURONG WEST STREET 71,1.34253,103.69444
708,HDB-JURONG WEST,JURONG WEST STREET 71,1.34208,103.69431
44A,MARINE CRESCENT GARDENS,MARINE CRESCENT,1.30511,103.91314
47,MARINE CRESCENT GARDENS,MARINE CRESCENT,1.30572,103.91253
46,MARINE CRESCENT GARDENS,MARINE CRESCENT,1.3051,103.91266
43,MARINE CRESCENT GARDENS,MARINE CRESCENT,1.30552,103.91302
58,MARINE TERRACE HAVEN,MARINE TERRACE,1.30612,103.91403
975,HDB-HOUGANG,HOUGANG STREET 91,1.37716,103.87968
703,HDB-PASIR RIS,PASIR RIS DRIVE 10,1.38039,103.93716
603,HDB-WOODLANDS,WOODLANDS DRIVE 42,1.43757,103.79641
601,HDB-WOODLANDS,WOODLANDS DRIVE 42,1.43865,103.79652
605,HDB-WOODLANDS,WOODLANDS DRIVE 42,1.43719,103.79709
604,HDB-WOODLANDS,WOODLANDS DRIVE 42,1.43714,103.79637
621,HDB-HOUGANG,HOUGANG AVENUE 8,1.36992,103.88319
419,HDB-HOUGANG,HOUGANG AVENUE 8,1.37613,103.89483
613,HDB-HOUGANG,HOUGANG AVENUE 8,1.36949,103.88479
658,HDB-HOUGANG,HOUGANG AVENUE 8,1.37338,103.88239
505,HDB-HOUGANG,HOUGANG AVENUE 8,1.37306,103.88766
319,HDB-SEMBAWANG,SEMBAWANG CLOSE,1.44625,103.81925
321,HDB-SEMBAWANG,SEMBAWANG CLOSE,1.44608,103.81852
484,SEGAR GARDENS,SEGAR ROAD,1.3884,103.77188
481,SEGAR GARDENS,SEGAR ROAD,1.38946,103.77223
468,SEGAR GARDENS,SEGAR ROAD,1.38748,103.77347
12,JOO SENG HEIGHTS,JOO SENG ROAD,1.33585,103.87893
15,JOO SENG HEIGHTS,JOO SENG ROAD,1.3355,103.88023
111,HDB-TAMPINES,SIMEI STREET 1,1.34241,103.9495
131,HDB-SIMEI,SIMEI STREET 1,1.34551,103.95395
106,HDB-TAMPINES,SIMEI STREET 1,1.34189,103.95083
679,HDB-HOUGANG,HOUGANG AVENUE 8,1.37146,103.88474
624,HDB-HOUGANG,HOUGANG AVENUE 8,1.37017,103.88222
507,HDB-HOUGANG,HOUGANG AVENUE 8,1.37241,103.88761
680,HDB-HOUGANG,HOUGANG AVENUE 8,1.37195,103.88532
503,HDB-HOUGANG,HOUGANG AVENUE 8,1.37348,103.88746
694,HOUGANG SPRING,HOUGANG STREET 61,1.37606,103.88794
696,HOUGANG SPRING,HOUGANG STREET 61,1.37596,103.88742
698,HOUGANG SPRING,HOUGANG STREET 61,1.37506,103.88691
697,HOUGANG SPRING,HOUGANG STREET 61,1.37554,103.88748
892A,HDB-WOODLANDS,WOODLANDS DRIVE 50,1.43725,103.79019
976,HDB-HOUGANG,HOUGANG STREET 91,1.37722,103.88028
915,HDB-HOUGANG,HOUGANG STREET 91,1.37757,103.88357
205,JURONG EAST VIEW,JURONG EAST STREET 21,1.33756,103.74288
231,HDB-JURONG EAST,JURONG EAST STREET 21,1.34113,103.7381
235,,JURONG EAST STREET 21,1.33998,103.74216
237,HDB-JURONG EAST,JURONG EAST STREET 21,1.34071,103.74121
221A,HDB-JURONG EAST,JURONG EAST STREET 21,1.3407,103.73633
206,JURONG EAST VIEW,JURONG EAST STREET 21,1.3378,103.742
172A,,EDGEDALE PLAINS,1.39533,103.91143
130,HDB-PUNGGOL,EDGEDALE PLAINS,1.39317,103.91006
506,HDB-HOUGANG,HOUGANG AVENUE 8,1.37277,103.88762
324D,ANCHORVALE GROVE,SENGKANG EAST WAY,1.39284,103.89135
425,HDB-JURONG WEST,JURONG WEST AVENUE 1,1.35085,103.72444
437,HDB-JURONG WEST,JURONG WEST AVENUE 1,1.35157,103.72396
442,HDB-JURONG WEST,JURONG WEST AVENUE 1,1.35152,103.7195
436,HDB-JURONG WEST,JURONG WEST AVENUE 1,1.35209,103.72286
438,HDB-JURONG WEST,JURONG WEST AVENUE 1,1.35141,103.7236
428,HDB-JURONG WEST,JURONG WEST AVENUE 1,1.3516,103.72529
485,JURONGVILLE @ AVENUE 1,JURONG WEST AVENUE 1,1.34835,103.72724
490,JURONGVILLE @ AVENUE 1,JURONG WEST AVENUE 1,1.34959,103.72724
110,HDB-TAMPINES,SIMEI STREET 1,1.34275,103.9502
101,HDB-TAMPINES,SIMEI STREET 1,1.34071,103.95127
464,HDB-TAMPINES,TAMPINES STREET 44,1.35979,103.95517
467,HDB-TAMPINES,TAMPINES STREET 44,1.35997,103.95467
463,HDB-TAMPINES,TAMPINES STREET 44,1.35924,103.95464
462,HDB-TAMPINES,TAMPINES STREET 44,1.35901,103.95511
311,HDB-WOODLANDS,WOODLANDS STREET 31,1.43046,103.77617
304,HDB-WOODLANDS,WOODLANDS STREET 31,1.42989,103.77385
318,HDB-WOODLANDS,WOODLANDS STREET 31,1.43186,103.77706
317,HDB-WOODLANDS,WOODLANDS STREET 31,1.4319,103.77627
891B,HDB-WOODLANDS,WOODLANDS DRIVE 50,1.43791,103.79054
896B,HDB-WOODLANDS,WOODLANDS DRIVE 50,1.43692,103.79257
894D,HDB-WOODLANDS,WOODLANDS DRIVE 50,1.43564,103.78946
895A,HDB-WOODLANDS,WOODLANDS DRIVE 50,1.43607,103.79149
682A,HDB-JURONG WEST,JURONG WEST CENTRAL 1,1.34399,103.7054
111,CHONG PANG GARDEN,YISHUN RING ROAD,1.43321,103.82862
107,CHONG PANG GARDEN,YISHUN RING ROAD,1.43222,103.82752
109,CHONG PANG GARDEN,YISHUN RING ROAD,1.4328,103.82865
106A,DEPOT HEIGHTS,DEPOT ROAD,1.28061,103.81097
112A,DEPOT HEIGHTS,DEPOT ROAD,1.28148,103.80815
716,HDB-JURONG WEST,JURONG WEST STREET 71,1.34406,103.69671
705,HDB-JURONG WEST,JURONG WEST STREET 71,1.34091,103.69465
707,HDB-JURONG WEST,JURONG WEST STREET 71,1.34178,103.69395
471,HDB-JURONG WEST,JURONG WEST STREET 41,1.34849,103.72216
492,HDB-JURONG WEST,JURONG WEST STREET 41,1.35011,103.7246
461,HDB-JURONG WEST,JURONG WEST STREET 41,1.34956,103.7208
458,HDB-JURONG WEST,JURONG WEST STREET 41,1.35021,103.72003
494,HDB-JURONG WEST,JURONG WEST STREET 41,1.34951,103.72491
907,HDB-JURONG WEST,JURONG WEST STREET 91,1.34114,103.68593
918,HDB-JURONG WEST,JURONG WEST STREET 91,1.34058,103.68717
720,HDB-JURONG WEST,JURONG WEST AVENUE 5,1.34435,103.6975
282,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 3,1.38025,103.74321
278,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 3,1.38009,103.74347
292,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 3,1.37816,103.73981
401,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 3,1.37969,103.73976
412,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 3,1.38181,103.74238
469,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 3,1.37779,103.73738
411,HDB-CHOA CHU KANG,CHOA CHU KANG AVENUE 3,1.38106,103.74126
205,MARSILING ADMIRALTY PARK,MARSILING DRIVE,1.44495,103.77348
204,MARSILING ADMIRALTY PARK,MARSILING DRIVE,1.44422,103.77403
302,HDB-WOODLANDS,WOODLANDS STREET 31,1.43151,103.77443
632,HDB-JURONG WEST,JURONG WEST STREET 65,1.34396,103.69982
607,HDB-JURONG WEST,JURONG WEST STREET 65,1.33797,103.6997
626,HDB-JURONG WEST,JURONG WEST STREET 65,1.34185,103.69852
634,HDB-JURONG WEST,JURONG WEST STREET 65,1.34309,103.69887
608,HDB-JURONG WEST,JURONG WEST STREET 65,1.33797,103.70017
671A,HDB-CENTRAL AREA,KLANG LANE,1.30882,103.85207
672B,HDB-CENTRAL AREA,KLANG LANE,1.30904,103.85285
9,CHIN SWEE VIEW,JALAN KUKOH,1.28767,103.83886
2,,JALAN KUKOH,1.28858,103.83961
113,DEPOT HEIGHTS,DEPOT ROAD,1.28142,103.80729
104A,DEPOT HEIGHTS,DEPOT ROAD,1.28046,103.81232
21,DOVER VILLE,DOVER CRESCENT,1.30704,103.78463
26,DOVER GARDENS,DOVER CRESCENT,1.30591,103.78157
27,DOVER GARDENS,DOVER CRESCENT,1.30542,103.78132
224B,COMPASSVALE VISTA,COMPASSVALE WALK,1.38821,103.89787
186B,RIVERVALE GATEWAY,RIVERVALE DRIVE,1.3928,103.90561
186C,RIVERVALE GATEWAY,RIVERVALE DRIVE,1.39286,103.90507
635,ROWELL COURT,VEERASAMY ROAD,1.30659,103.85522
636,ROWELL COURT,VEERASAMY ROAD,1.30631,103.85539
915,NANYANG EMERALD,JURONG WEST STREET 91,1.34109,103.68787
950,HDB-JURONG WEST,JURONG WEST STREET 91,1.34343,103.69092
893A,HDB-WOODLANDS,WOODLANDS DRIVE 50,1.43684,103.79061
686B,HDB-JURONG WEST,JURONG WEST CENTRAL 1,1.34196,103.70454
680C,HDB-JURONG WEST,JURONG WEST CENTRAL 1,1.34522,103.70552
682C,HDB-JURONG WEST,JURONG WEST CENTRAL 1,1.34315,103.70539
110,KEBUN BARU HEIGHTS,ANG MO KIO AVENUE 4,1.37046,103.83742
644,ANG MO KIO 61,ANG MO KIO AVENUE 4,1.37915,103.84094
619,HDB-ANG MO KIO,ANG MO KIO AVENUE 4,1.37859,103.83864
257,,ANG MO KIO AVENUE 4,1.37017,103.83578
203,MARSILING ADMIRALTY PARK,MARSILING DRIVE,1.44378,103.77442
202,MARSILING ADMIRALTY PARK,MARSILING DRIVE,1.44315,103.77516
201,MARSILING ADMIRALTY PARK,MARSILING DRIVE,1.4427,103.77544
25,MARSILING GREEN,MARSILING DRIVE,1.44194,103.77205
26,MARSILING GREEN,MARSILING DRIVE,1.44196,103.77322
23,MARSILING GREEN,MARSILING DRIVE,1.44154,103.7733
928,NANYANG EMERALD,JURONG WEST STREET 92,1.34092,103.68924
862,TAMPINES PARKVIEW,TAMPINES STREET 83,1.35468,103.9365
877,TAMPINES SPRING,TAMPINES STREET 84,1.35252,103.93155
871,TAMPINES VISTA,TAMPINES STREET 84,1.3544,103.9327
103,RIVERVALE COURT,RIVERVALE WALK,1.38291,103.90121
104,RIVERVALE COURT,RIVERVALE WALK,1.38263,103.90093
113,RIVERVALE COURT,RIVERVALE WALK,1.38383,103.90168
427,HDB-SERANGOON ESTATE,SERANGOON CENTRAL,1.34779,103.8752
205,HDB-SERANGOON ESTATE,SERANGOON CENTRAL,1.35278,103.87345
424,HDB-SERANGOON ESTATE,SERANGOON CENTRAL,1.34815,103.87559
202,HDB-SERANGOON ESTATE,SERANGOON CENTRAL,1.3516,103.87375
423,HDB-SERANGOON ESTATE,SERANGOON CENTRAL,1.3485,103.87557
210,HDB-SERANGOON,SERANGOON CENTRAL,1.35493,103.87364
414,HDB-SERANGOON ESTATE,SERANGOON CENTRAL,1.34881,103.87441
634,ROWELL COURT,VEERASAMY ROAD,1.30606,103.85511
633,ROWELL COURT,VEERASAMY ROAD,1.30571,103.85494
632,ROWELL COURT,VEERASAMY ROAD,1.30607,103.8545
106,SPOTTISWOODE PARK ESTATE,SPOTTISWOODE PARK ROAD,1.27357,103.83406
105,SPOTTISWOODE PARK ESTATE,SPOTTISWOODE PARK ROAD,1.2738,103.83448
107,SPOTTISWOODE PARK ESTATE,SPOTTISWOODE PARK ROAD,1.27359,103.83492
104,SPOTTISWOODE PARK ESTATE,SPOTTISWOODE PARK ROAD,1.27443,103.83488
103,SPOTTISWOODE PARK ESTATE,SPOTTISWOODE PARK ROAD,1.27466,103.83528
101,SPOTTISWOODE PARK ESTATE,SPOTTISWOODE PARK ROAD,1.27524,103.83605
860,HDB-JURONG WEST,JURONG WEST STREET 81,1.34885,103.69677
318B,HDB-SENGKANG,ANCHORVALE LINK,1.39383,103.88892
302A,ANCHORVALE COURT,ANCHORVALE LINK,1.38756,103.89121
314C,ANCHORVALE GARDENS,ANCHORVALE LINK,1.39147,103.88896
417,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 4,1.3629,103.74648
410,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 4,1.36446,103.74499
407,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 4,1.36485,103.74581
409,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 4,1.36449,103.74582
415,HDB-BUKIT BATOK,BUKIT BATOK WEST AVENUE 4,1.36327,103.74656
394,GOODVIEW GARDENS,BUKIT BATOK WEST AVENUE 5,1.36642,103.75269
510,HDB-BEDOK,BEDOK NORTH STREET 3,1.33234,103.9305
193,RIVERVALE HAVEN,RIVERVALE DRIVE,1.39363,103.90178
193,RIVERVALE HAVEN,RIVERVALE DRIVE,1.39363,103.90178
193,RIVERVALE HAVEN,RIVERVALE DRIVE,1.39363,103.90178
194,RIVERVALE HAVEN,RIVERVALE DRIVE,1.39261,103.90159
195,RIVERVALE HAVEN,RIVERVALE DRIVE,1.39282,103.9024
28,GHIM MOH VALLEY,GHIM MOH LINK,1.30884,103.78493
22,HDB-BEDOK,BEDOK SOUTH AVENUE 1,1.32283,103.93285
26,,NEW UPPER CHANGI ROAD,1.32334,103.93421
27,HDB-BEDOK,NEW UPPER CHANGI ROAD,1.32408,103.9347
28,HDB-BEDOK,NEW UPPER CHANGI ROAD,1.32371,103.93499
138,HDB-TAMPINES,SIMEI STREET 1,1.34722,103.9569
122,HDB-TAMPINES,SIMEI STREET 1,1.34557,103.9525
259B,COMPASSVALE GARDENS,COMPASSVALE ROAD,1.39387,103.89751
8,MARINE TERRACE WALK,MARINE TERRACE,1.30436,103.91611
6,MARINE TERRACE WALK,MARINE TERRACE,1.30379,103.9165
7,MARINE TERRACE WALK,MARINE TERRACE,1.3041,103.91728
5,MARINE TERRACE WALK,MARINE TERRACE,1.30456,103.91723
3,MARINE TERRACE WALK,MARINE TERRACE,1.30411,103.91773
2,MARINE TERRACE WALK,MARINE TERRACE,1.30447,103.91817
205A,,PUNGGOL FIELD,1.39852,103.90211
858,HDB-JURONG WEST,JURONG WEST STREET 81,1.34829,103.69621
947,HDB-JURONG WEST,JURONG WEST STREET 91,1.34362,103.69068
917,NANYANG EMERALD,JURONG WEST STREET 91,1.34034,103.68784
943,HDB-JURONG WEST,JURONG WEST STREET 91,1.34369,103.68979
693B,ADMIRALTY GROVE,WOODLANDS AVENUE 6,1.43851,103.80425
694E,ADMIRALTY GROVE,WOODLANDS DRIVE 62,1.43848,103.80492
196D,HDB-PUNGGOL,PUNGGOL FIELD,1.39966,103.90723
203B,,PUNGGOL FIELD,1.39805,103.90348
270C,PUNGGOL SAPPHIRE,PUNGGOL FIELD,1.40432,103.89885
173B,HDB-PUNGGOL,PUNGGOL FIELD,1.39655,103.91006
124,HDB-BISHAN,BISHAN STREET 12,1.34648,103.85127
128,HDB-BISHAN,BISHAN STREET 12,1.34609,103.85047
106,KEMBANGAN GARDENS,LENGKONG TIGA,1.32509,103.91001
101,KEMBANGAN GARDENS,LENGKONG TIGA,1.32516,103.91089
916,NANYANG EMERALD,JURONG WEST STREET 91,1.34069,103.68782
903,HDB-JURONG WEST,JURONG WEST STREET 91,1.33972,103.68606
921,HDB-JURONG WEST,JURONG WEST STREET 92,1.33955,103.68891
925,NANYANG EMERALD,JURONG WEST STREET 92,1.34015,103.68915
961,HDB-JURONG WEST,JURONG WEST STREET 92,1.34129,103.69207
679B,HDB-JURONG WEST,JURONG WEST CENTRAL 1,1.34391,103.70606
4,HDB-BEDOK,BEDOK SOUTH AVENUE 1,1.32249,103.93341
29,HDB-BEDOK,NEW UPPER CHANGI ROAD,1.32396,103.93634
30,HDB-BEDOK,NEW UPPER CHANGI ROAD,1.32353,103.93642
602,HDB-WOODLANDS,WOODLANDS DRIVE 42,1.43822,103.79639
553,HDB-WOODLANDS,WOODLANDS DRIVE 44,1.43161,103.79507
551,HDB-WOODLANDS,WOODLANDS DRIVE 44,1.43315,103.79521
116,HDB-BUKIT PANJANG,PENDING ROAD,1.37717,103.76862
124,HDB-BUKIT PANJANG,PENDING ROAD,1.37684,103.77111
225,HDB-BUKIT PANJANG,PENDING ROAD,1.37554,103.77255
226,HDB-BUKIT PANJANG,PENDING ROAD,1.37524,103.77237
8,CHIN SWEE VIEW,JALAN KUKOH,1.28738,103.83941
3,,JALAN KUKOH,1.28819,103.83939
10,CHIN SWEE VIEW,JALAN KUKOH,1.28697,103.83908
259C,COMPASSVALE GARDENS,COMPASSVALE ROAD,1.39339,103.89808
258A,COMPASSVALE GARDENS,COMPASSVALE ROAD,1.39293,103.89692
987B,,JURONG WEST STREET 93,1.33659,103.69477
990B,,JURONG WEST STREET 93,1.33528,103.69478
105,RIVERVALE COURT,RIVERVALE WALK,1.38216,103.90071
101,RIVERVALE COURT,RIVERVALE WALK,1.38276,103.89927
102,RIVERVALE COURT,RIVERVALE WALK,1.38181,103.90089
108,,PUNGGOL FIELD,1.39653,103.90885
104,HDB-HOUGANG,HOUGANG AVENUE 1,1.35478,103.89032
238,HDB-HOUGANG,HOUGANG AVENUE 1,1.35692,103.88917
167,HDB-HOUGANG,HOUGANG AVENUE 1,1.35182,103.88845
234,HDB-HOUGANG,HOUGANG AVENUE 1,1.3582,103.88878
651,HDB-HOUGANG,HOUGANG AVENUE 8,1.37254,103.88111
653,HDB-HOUGANG,HOUGANG AVENUE 8,1.37283,103.88125
